body,name,lat,lon,diameter_km,kind
venus,Sedna Planitia,42.7000,-19.3000,3570.0,Planitia
venus,Vedma Dorsa,42.0000,159.0000,3345.0,Dorsum
venus,Atla Regio,9.2000,-159.9000,3200.0,Regio
venus,Morrigan Linea,-54.5000,-49.0000,3200.0,Linea
venus,Citlalpul Vallis,-51.8000,-173.0000,3160.0,Vallis
venus,Hecate Chasma,18.2000,-105.7000,3145.0,Chasma
venus,Artemis Chasma,-41.2000,138.5000,3087.0,Chasma
venus,Fonueha Planitia,-44.0000,48.0000,3000.0,Planitia
venus,Tahmina Planitia,-23.0000,80.0000,3000.0,Planitia
venus,Leda Planitia,44.0000,65.1000,2890.0,Planitia
venus,Beta Regio,25.3000,-77.2000,2869.0,Regio
venus,Phoebe Regio,-6.0000,-77.2000,2852.0,Regio
venus,Lavinia Planitia,-47.3000,-12.5000,2820.0,Planitia
venus,Fortuna Tessera,69.9000,45.1000,2801.0,Tessera
venus,Thetis Regio,-11.4000,129.9000,2801.0,Regio
venus,Dzerassa Planitia,-15.0000,-65.0000,2800.0,Planitia
venus,Undine Planitia,13.0000,-57.0000,2800.0,Planitia
venus,Snegurochka Planitia,86.6000,-32.0000,2775.0,Planitia
venus,Akhtamar Planitia,27.0000,65.0000,2700.0,Planitia
venus,Laidamlulum Vallis,-73.0000,151.0000,2700.0,Vallis
venus,Lowana Planitia,43.0000,98.0000,2700.0,Planitia
venus,Artemis Corona,-35.0000,135.0000,2600.0,Corona
venus,Haasttse-baad Tessera,6.0000,127.0000,2600.0,Tessera
venus,Llorona Planitia,18.0000,145.0000,2600.0,Planitia
venus,Unelanuhi Dorsa,12.0000,87.0000,2600.0,Dorsum
venus,Wawalag Planitia,-30.0000,-143.0000,2600.0,Planitia
venus,Tinatin Planitia,-2.0000,16.0000,2500.0,Planitia
venus,Louhi Planitia,80.5000,120.5000,2440.0,Planitia
venus,Kalaipahoa Linea,-60.5000,-23.5000,2400.0,Linea
venus,Lakshmi Planum,68.6000,-20.7000,2345.0,Planum
venus,Tellus Tessera,42.6000,76.8000,2329.0,Tessera
venus,Agrona Linea,40.0000,-80.0000,2300.0,Linea
venus,Dione Regio,-31.5000,-32.0000,2300.0,Regio
venus,Hyndla Regio,22.5000,-65.5000,2300.0,Regio
venus,Tilli-Hanum Planitia,54.0000,120.0000,2300.0,Planitia
venus,Jokwa Linea,-17.0000,-150.0000,2200.0,Linea
venus,Nuvakchin Dorsa,-53.0000,-148.0000,2200.0,Dorsum
venus,Rokapi Dorsa,-55.0000,-138.0000,2200.0,Dorsum
venus,Vellamo Planitia,45.4000,149.1000,2155.0,Planitia
venus,Imapinua Planitia,-60.0000,142.0000,2100.0,Planitia
